Date,Open,High,Low,Close,Adj Close,Volume
1996-02-23,66.550003,67.375000,66.250000,67.224998,51.387081,18000
1996-02-26,67.224998,67.724998,66.250000,67.324997,51.463516,18800
1996-02-27,67.324997,66.750000,65.662498,65.875000,50.355137,16800
1996-02-28,65.875000,66.250000,64.750000,64.750000,49.495174,10000
1996-02-29,64.750000,65.500000,63.762501,65.000000,49.686279,24800
1996-03-01,65.000000,65.387497,64.025002,64.887497,49.600285,22000
1996-03-04,64.887497,65.625000,64.699997,65.262497,49.886932,38400
1996-03-05,null,null,null,null,null,null
1996-03-06,65.262497,66.375000,65.525002,66.349998,50.718227,12400
1996-03-07,66.250000,66.625000,65.525002,66.250000,50.641788,18400
1996-03-08,66.250000,66.000000,63.750000,63.750000,48.730778,16400
1996-03-11,63.750000,65.250000,64.125000,65.012497,49.695843,16800
1996-03-12,65.012497,65.474998,64.775002,65.474998,50.049377,30000
1996-03-13,65.000000,65.500000,64.062500,65.500000,50.068481,7200
1996-03-14,65.500000,65.000000,64.900002,64.974998,49.667168,6800
1996-03-15,64.974998,65.025002,64.250000,64.287498,49.141651,6400
1996-03-18,65.875000,65.875000,64.562500,65.237503,49.867832,13200
1996-03-19,65.237503,65.250000,64.262497,64.425003,49.246754,18800
1996-03-20,null,null,null,null,null,null
1996-03-21,64.425003,65.250000,64.187500,65.175003,49.820053,9200
1996-03-22,65.175003,65.175003,64.375000,65.150002,49.800938,11200
1996-03-25,65.150002,65.487503,64.387497,65.275002,49.896484,11200
1996-03-26,65.275002,65.500000,64.987503,65.425003,50.011154,10400
1996-03-27,65.425003,65.500000,65.000000,65.000000,49.686279,2000
1996-03-28,65.000000,66.250000,64.574997,65.750000,50.259586,4800
1996-03-29,65.750000,65.375000,65.012497,65.025002,49.705383,5600
1996-04-01,65.000000,66.000000,64.137497,66.000000,50.450691,3200
1996-04-02,66.000000,65.737503,65.025002,65.387497,49.982491,7200
1996-04-03,65.387497,66.250000,65.500000,66.250000,50.641788,9200
1996-04-04,66.250000,66.750000,65.262497,66.625000,50.928440,10000
1996-04-05,null,null,null,null,null,null
1996-04-08,66.625000,65.750000,65.262497,65.750000,50.259586,15600
1996-04-09,65.750000,65.875000,65.137497,65.487503,50.058922,27600
1996-04-10,65.487503,66.262497,65.012497,66.250000,50.641788,17200
1996-04-11,66.250000,66.750000,65.750000,66.500000,50.832893,11600
1996-04-12,66.500000,66.375000,65.750000,66.000000,50.450691,6800
1996-04-15,66.000000,66.474998,65.750000,65.750000,50.259586,6400
1996-04-16,65.750000,66.237503,65.500000,65.875000,50.355137,11200
1996-04-17,65.875000,69.125000,66.025002,68.800003,52.591019,28800
1996-04-18,68.800003,71.312500,70.000000,70.599998,53.966942,35200
1996-04-19,70.599998,73.500000,70.500000,70.962502,54.244049,43600
1996-04-22,70.962502,71.125000,69.787498,70.262497,53.708958,23600
1996-04-23,70.262497,69.562500,68.250000,68.525002,52.380806,22800
1996-04-24,68.525002,71.500000,69.750000,71.162498,54.396927,29600
1996-04-25,71.162498,73.750000,71.250000,72.837502,55.677299,32800
1996-04-26,72.837502,73.250000,70.500000,72.824997,55.667744,76400
1996-04-29,72.824997,70.425003,69.750000,70.337502,53.766285,19600
1996-04-30,70.337502,70.375000,68.775002,69.000000,52.743908,11600
1996-05-01,69.000000,70.000000,68.750000,69.750000,53.317215,4800
1996-05-02,69.750000,70.000000,69.250000,70.000000,53.508301,6800
1996-05-03,70.000000,71.750000,69.987503,71.275002,54.482910,44800
1996-05-06,71.275002,71.500000,70.000000,71.500000,54.654915,39200
1996-05-07,71.500000,71.250000,70.000000,71.000000,54.272705,23600
1996-05-08,71.000000,72.500000,70.250000,72.487503,55.409748,17200
1996-05-09,72.487503,72.000000,70.824997,71.724998,54.826908,17600
1996-05-10,71.724998,71.250000,69.637497,71.250000,54.463810,27600
1996-05-13,71.250000,70.625000,70.000000,70.487503,53.880947,18000
1996-05-14,70.487503,71.187500,70.262497,70.537498,53.919159,16000
1996-05-15,70.537498,71.750000,71.125000,71.687500,54.798233,11600
1996-05-16,71.687500,73.250000,71.762497,72.099998,55.113552,16000
1996-05-17,72.099998,72.500000,70.987503,72.262497,55.237755,24800
1996-05-20,72.262497,72.500000,70.787498,72.012497,55.046669,20000
1996-05-21,72.012497,73.000000,70.875000,72.187500,55.180439,22800
1996-05-22,72.187500,73.125000,72.000000,72.824997,55.667744,28400
1996-05-23,72.824997,73.250000,72.324997,73.250000,55.992634,13600
1996-05-24,73.250000,73.500000,72.387497,72.574997,55.476635,10800
1996-05-27,72.574997,73.000000,71.762497,72.637497,55.524429,29200
1996-05-28,72.637497,72.500000,71.500000,72.250000,55.228210,34400
1996-05-29,72.500000,73.500000,72.250000,73.125000,55.897060,19600
1996-05-30,73.125000,71.875000,71.625000,71.712502,54.817348,4000
1996-05-31,71.712502,73.750000,71.875000,73.300003,56.030838,24800
1996-06-03,73.300003,74.000000,73.000000,73.750000,56.374813,8400
1996-06-04,73.750000,77.750000,73.750000,77.550003,59.279583,36400
1996-06-05,77.500000,78.250000,77.500000,78.250000,59.814636,24800
1996-06-06,75.500000,77.500000,75.500000,77.000000,58.859135,14000
1996-06-07,76.137497,76.750000,75.900002,76.462502,58.448269,19200
1996-06-10,77.000000,77.000000,76.000000,76.250000,58.285824,9600
1996-06-11,76.000000,76.349998,75.500000,75.800003,57.941856,14800
1996-06-12,75.875000,77.750000,75.012497,77.737503,59.422878,215200
1996-06-13,77.750000,78.750000,76.574997,78.724998,60.177734,233200
1996-06-14,78.724998,81.824997,78.724998,80.824997,61.782970,35600
1996-06-17,81.750000,81.875000,79.000000,79.375000,60.674603,19600
1996-06-18,79.125000,79.125000,76.250000,76.612503,58.562931,23600
1996-06-19,78.500000,79.500000,76.837502,76.837502,58.734909,16000
1996-06-20,76.250000,76.250000,73.750000,75.712502,57.874966,17600
1996-06-21,75.000000,76.000000,75.000000,75.537498,57.741196,18400
1996-06-24,75.062500,75.074997,73.800003,73.962502,56.537254,10800
1996-06-25,73.750000,74.750000,73.512497,73.862503,56.460812,21600
1996-06-26,74.000000,74.500000,73.262497,73.262497,56.002159,6000
1996-06-27,72.750000,74.500000,72.500000,74.300003,56.795238,33600
1996-06-28,74.012497,76.250000,74.012497,74.949997,57.292095,19200
1996-07-01,75.000000,76.500000,74.762497,76.312500,58.333599,46000
1996-07-02,74.750000,78.437500,74.262497,77.487503,59.231773,71600
1996-07-03,77.000000,78.000000,75.012497,77.400002,59.164894,56000
1996-07-04,75.775002,78.000000,75.000000,77.562500,59.289104,65200
1996-07-05,76.762497,80.237503,76.762497,79.775002,60.980358,76800
1996-07-08,80.000000,81.974998,78.750000,81.300003,62.146076,66400
1996-07-09,80.750000,83.487503,80.750000,82.500000,63.063366,112800
1996-07-10,81.250000,82.500000,80.275002,81.099998,61.993206,73600
1996-07-11,81.224998,81.250000,79.550003,79.775002,60.980358,44000
1996-07-12,79.125000,79.375000,77.500000,78.250000,59.814636,32400
1996-07-15,78.062500,78.500000,77.312500,78.500000,60.005745,27600
1996-07-16,78.000000,78.750000,76.525002,77.512497,59.250896,48800
1996-07-17,77.512497,80.187500,76.762497,78.550003,60.043957,31200
1996-07-18,77.250000,79.000000,77.250000,78.400002,59.929302,40800
1996-07-19,78.474998,78.750000,78.000000,78.487503,59.996178,19600
1996-07-22,77.750000,77.750000,75.525002,75.525002,57.731651,2400
1996-07-23,76.525002,77.437500,75.887497,76.212502,58.257183,26800
1996-07-24,73.775002,73.775002,72.500000,73.687500,56.327053,36000
1996-07-25,72.750000,74.000000,72.500000,72.525002,55.438427,24000
1996-07-26,71.375000,71.737503,70.625000,70.625000,53.986050,12400
1996-07-29,69.750000,69.875000,65.000000,65.875000,50.355137,22000
1996-07-30,63.762501,64.362503,61.262501,62.450001,47.737049,25600
1996-07-31,62.500000,68.687500,60.537498,67.875000,51.883949,27200
1996-08-01,68.500000,69.237503,66.262497,68.125000,52.075031,19600
1996-08-02,67.000000,68.750000,66.987503,68.412498,52.294811,24000
1996-08-05,67.349998,69.750000,67.337502,69.500000,53.126102,18000
1996-08-06,69.050003,70.000000,68.750000,69.699997,53.278973,29200
1996-08-07,70.250000,72.500000,70.012497,71.625000,54.750458,21200
1996-08-08,72.500000,72.500000,71.750000,72.099998,55.113552,12800
1996-08-09,71.125000,71.125000,67.512497,69.062500,52.791679,18400
1996-08-12,69.000000,69.500000,68.500000,68.675003,52.495461,13200
1996-08-13,68.237503,68.250000,64.012497,64.637497,49.409187,16400
1996-08-14,66.250000,68.500000,66.250000,66.550003,50.871113,78800
1996-08-15,null,null,null,null,null,null
1996-08-16,65.500000,65.500000,64.000000,64.262497,49.122528,84800
1996-08-19,63.599998,64.000000,61.875000,62.662498,47.899479,86800
1996-08-20,62.025002,62.750000,61.750000,62.525002,47.794380,82800
1996-08-21,62.500000,63.375000,62.500000,63.287498,48.377232,39600
1996-08-22,62.125000,66.000000,62.125000,63.837502,48.797665,91600
1996-08-23,63.812500,64.962502,63.650002,64.587502,49.370964,38800
1996-08-26,64.724998,65.487503,64.550003,64.687500,49.447414,91600
1996-08-27,64.512497,65.224998,63.549999,64.974998,49.667168,28000
1996-08-28,65.000000,67.000000,65.000000,66.900002,51.138649,95600
1996-08-29,66.925003,67.250000,66.375000,66.562500,50.880661,54800
1996-08-30,66.737503,66.737503,66.312500,66.500000,50.832893,17200
1996-09-02,66.737503,68.750000,66.375000,68.512497,52.371254,132800
1996-09-03,69.250000,71.724998,65.074997,67.787498,51.817059,313200
1996-09-04,66.750000,68.750000,66.250000,67.849998,51.864822,105200
1996-09-05,68.449997,69.250000,68.287498,68.637497,52.466801,63600
1996-09-06,68.837502,68.837502,68.250000,68.262497,52.180153,32400
1996-09-09,68.000000,68.000000,67.512497,67.762497,51.797947,40400
1996-09-10,67.000000,67.375000,66.250000,66.900002,51.138649,109600
1996-09-11,67.000000,67.375000,65.250000,65.775002,50.278690,137200
1996-09-12,65.375000,66.437500,65.000000,65.737503,50.250038,106800
1996-09-13,65.750000,65.987503,65.525002,65.687500,50.211800,52800
1996-09-16,65.500000,67.099998,65.250000,66.675003,50.966663,118400
1996-09-17,67.449997,67.949997,65.500000,67.137497,51.320198,194400
1996-09-18,65.000000,65.775002,65.000000,65.687500,50.211800,30800
1996-09-19,66.237503,66.500000,64.887497,65.437500,50.020710,20400
1996-09-20,65.025002,65.250000,64.625000,65.062500,49.734055,16000
1996-09-23,65.000000,65.000000,63.025002,63.487499,48.530117,14000
1996-09-24,63.750000,63.750000,61.875000,62.250000,47.584164,44800
1996-09-25,63.000000,63.500000,62.037498,62.412498,47.708389,46400
1996-09-26,63.250000,63.250000,59.299999,59.387501,45.396065,68800
1996-09-27,58.750000,59.000000,56.500000,57.025002,43.590157,64400
1996-09-30,57.250000,57.250000,54.187500,54.637501,41.765144,40800
1996-10-01,54.000000,55.687500,53.750000,54.662498,41.784252,53200
1996-10-02,null,null,null,null,null,null
1996-10-03,56.000000,56.000000,52.250000,52.562500,40.178989,47200
1996-10-04,51.750000,51.750000,50.387501,50.575001,38.659760,51200
1996-10-07,49.750000,50.062500,48.137501,48.599998,37.150043,42400
1996-10-08,47.512501,50.687500,47.500000,48.900002,37.379375,62000
1996-10-09,49.000000,51.312500,49.000000,51.224998,39.156612,47600
1996-10-10,52.250000,53.787498,52.250000,53.787498,41.115395,28400
1996-10-11,55.250000,56.187500,54.000000,55.299999,42.271568,64800
1996-10-14,53.500000,53.500000,52.625000,52.849998,40.398773,36800
1996-10-15,52.650002,53.250000,51.512501,52.650002,40.245888,71600
1996-10-16,53.487499,54.937500,52.000000,53.000000,40.513420,49600
1996-10-17,52.375000,52.974998,52.062500,52.662498,40.255440,31200
1996-10-18,52.525002,53.312500,52.250000,53.037498,40.542099,29600
1996-10-21,null,null,null,null,null,null
1996-10-22,53.000000,54.487499,52.500000,53.062500,40.561192,47600
1996-10-23,54.500000,55.724998,54.500000,55.724998,42.596428,16400
1996-10-24,57.500000,57.500000,54.250000,55.200001,42.195118,60000
1996-10-25,54.500000,56.237499,54.500000,56.062500,42.854412,26000
1996-10-28,56.712502,57.000000,56.375000,56.562500,43.236610,24000
1996-10-29,56.625000,56.625000,55.812500,56.212502,42.969074,36400
1996-10-30,null,null,null,null,null,null
1996-10-31,54.062500,56.437500,53.474998,56.062500,42.854412,32800
1996-11-01,55.900002,56.250000,55.512501,55.825001,42.672878,10800
1996-11-04,54.875000,55.987499,54.400002,55.787498,42.644207,46800
1996-11-05,56.000000,56.174999,55.075001,55.974998,42.787529,38400
1996-11-06,54.750000,55.224998,54.250000,54.937500,41.994457,20400
1996-11-07,55.000000,55.500000,54.900002,55.275002,42.252445,15200
1996-11-08,55.750000,56.125000,55.174999,55.250000,42.233326,5200
1996-11-11,54.662498,55.625000,54.000000,55.087502,42.109127,16400
1996-11-12,null,null,null,null,null,null
1996-11-13,55.250000,56.000000,55.250000,55.500000,42.424438,5600
1996-11-14,55.500000,55.875000,55.275002,55.849998,42.691986,11200
1996-11-15,55.625000,55.937500,55.437500,55.937500,42.758865,18000
1996-11-18,55.750000,55.875000,55.250000,55.687500,42.567764,23200
1996-11-19,55.375000,55.474998,55.062500,55.212502,42.204681,12400
1996-11-20,54.987499,55.125000,54.337502,54.362499,41.554932,15600
1996-11-21,54.375000,54.625000,53.875000,54.125000,41.373386,12400
1996-11-22,53.474998,53.724998,52.500000,53.575001,40.952957,30400
1996-11-25,52.625000,52.625000,51.000000,51.212502,39.147049,16800
1996-11-26,51.250000,52.512501,48.750000,49.799999,38.067337,57200
1996-11-27,48.750000,48.750000,47.362499,47.362499,36.204102,48400
1996-11-28,47.000000,47.250000,45.750000,46.937500,35.879227,41600
1996-11-29,46.500000,47.125000,46.250000,46.487499,35.535244,38400
1996-12-02,45.325001,46.250000,44.162498,44.162498,33.758003,41600
1996-12-03,42.474998,42.474998,42.387501,42.387501,32.401188,60400
1996-12-04,40.275002,40.275002,40.275002,40.275002,30.786385,800
1996-12-05,38.262501,39.187500,38.262501,38.849998,29.697113,94400
1996-12-06,38.262501,40.762501,38.262501,39.962502,30.547506,74400
1996-12-09,40.687500,40.987499,39.625000,39.912498,30.509289,81600
1996-12-10,39.275002,40.112499,38.012501,39.162498,29.935978,115600
1996-12-11,39.500000,41.125000,39.500000,41.075001,31.397909,86400
1996-12-12,40.750000,42.462502,40.275002,40.599998,31.034821,72800
1996-12-13,40.137501,40.750000,40.137501,40.750000,31.149473,22400
1996-12-16,41.375000,41.987499,41.000000,41.737499,31.904318,45600
1996-12-17,41.862499,41.862499,40.799999,40.962502,31.311918,57200
1996-12-18,41.299999,42.450001,41.049999,41.825001,31.971220,47200
1996-12-19,40.912498,41.712502,39.875000,41.287498,31.560339,125600
1996-12-20,41.625000,42.224998,40.000000,40.912498,31.273684,90000
1996-12-23,41.487499,41.500000,40.537498,40.612499,31.044374,86800
1996-12-24,40.000000,41.000000,39.875000,40.825001,31.206799,46000
1996-12-25,null,null,null,null,null,null
1996-12-26,40.625000,41.212502,38.787498,38.887501,29.725784,178000
1996-12-27,null,null,null,null,null,null
1996-12-30,null,null,null,null,null,null
1996-12-31,39.000000,39.750000,38.750000,39.325001,30.060204,90800
1997-01-01,40.500000,41.250000,40.000000,41.250000,31.531683,56400
1997-01-02,43.000000,43.312500,42.250000,42.525002,32.506298,205600
1997-01-03,42.500000,42.875000,41.799999,42.625000,32.582741,316800
1997-01-06,42.387501,43.125000,42.037498,42.387501,32.401188,55200
1997-01-07,41.887501,42.125000,40.787498,41.150002,31.455244,135200
1997-01-08,43.000000,43.212502,42.375000,43.212502,33.031822,174000
1997-01-09,44.974998,45.250000,43.625000,43.875000,33.538235,306400
1997-01-10,44.625000,46.075001,44.325001,46.075001,35.219933,312000
1997-01-13,46.750000,47.275002,46.287498,47.275002,36.137215,253200
1997-01-14,47.287498,47.287498,47.287498,47.287498,36.146767,28400
1997-01-15,49.599998,49.650002,49.599998,49.650002,37.952682,58000
1997-01-16,52.125000,52.137501,47.750000,48.512501,37.083168,338400
1997-01-17,47.625000,48.474998,46.087502,47.299999,36.156319,289600
1997-01-20,47.962502,47.962502,45.012501,45.562500,34.828171,177600
1997-01-21,45.025002,45.750000,43.512501,43.912498,33.566902,224000
1997-01-22,44.250000,45.924999,44.250000,45.150002,34.512863,126800
1997-01-23,null,null,null,null,null,null
1997-01-24,45.025002,45.362499,43.812500,44.137501,33.738895,300000
1997-01-27,45.000000,45.362499,44.512501,44.887501,34.312210,95200
1997-01-28,44.987499,45.437500,44.500000,45.000000,34.398205,144000
1997-01-29,46.862499,46.875000,44.775002,45.000000,34.398205,188800
1997-01-30,44.400002,44.875000,43.325001,44.275002,33.844002,96400
1997-01-31,43.025002,43.612499,42.500000,42.775002,32.697392,73200
1997-02-03,42.775002,42.237499,41.387501,41.637501,31.827887,87200
1997-02-04,41.500000,42.000000,41.387501,41.674999,31.856546,139200
1997-02-05,42.750000,43.737499,42.000000,42.287498,32.324753,138400
1997-02-06,42.700001,42.712502,42.000000,42.325001,32.353416,44800
1997-02-07,42.862499,42.862499,42.250000,42.500000,32.487186,43200
1997-02-10,42.500000,42.987499,42.287498,42.349998,32.372532,28000
1997-02-11,42.250000,42.500000,42.049999,42.312500,32.343857,89600
1997-02-12,43.099998,43.200001,42.562500,42.712502,32.649616,67600
1997-02-13,42.875000,42.987499,42.250000,42.887501,32.783386,140800
1997-02-14,43.075001,45.037498,43.075001,44.950001,34.359970,328400
1997-02-17,46.500000,46.724998,45.587502,46.150002,35.277264,324400
1997-02-18,46.424999,46.437500,44.812500,45.075001,34.455532,153200
1997-02-19,45.687500,47.325001,44.375000,46.825001,35.793232,303600
1997-02-20,46.275002,47.500000,46.025002,46.349998,35.430134,258000
1997-02-21,45.762501,46.150002,45.049999,45.187500,34.541523,141200
1997-02-24,44.637501,44.637501,42.937500,43.500000,33.251587,234800
1997-02-25,42.950001,44.224998,42.012501,42.799999,32.716496,256800
1997-02-26,43.112499,43.862499,42.937500,43.637501,33.356697,112800
1997-02-27,44.000000,44.625000,43.500000,44.450001,33.977772,162400
1997-02-28,46.212502,46.224998,44.000000,45.662498,34.904613,161600
1997-03-03,48.750000,50.349998,48.625000,50.349998,38.487759,162400
1997-03-04,51.250000,52.862499,50.012501,52.862499,40.408321,631600
1997-03-05,55.500000,55.500000,54.500000,55.500000,42.424438,883600
1997-03-06,56.250000,58.275002,55.500000,58.275002,44.545666,820800
1997-03-07,null,null,null,null,null,null
1997-03-10,57.500000,57.750000,55.362499,55.362499,42.319336,403600
1997-03-11,53.750000,55.000000,52.599998,52.799999,40.360554,526000
1997-03-12,54.500000,55.450001,54.500000,55.450001,42.386215,249600
1997-03-13,56.250000,56.974998,56.000000,56.337502,43.064629,312400
1997-03-14,56.250000,56.625000,55.387501,56.487499,43.179295,191600
1997-03-17,56.612499,56.750000,55.762501,55.987499,42.797077,166000
1997-03-18,55.875000,56.125000,54.312500,55.049999,42.080456,290800
1997-03-19,55.375000,55.987499,53.150002,53.474998,40.876518,180000
1997-03-20,52.775002,53.724998,51.500000,52.587502,40.198120,265600
1997-03-21,53.325001,53.487499,52.250000,52.424999,40.073895,90000
1997-03-24,null,null,null,null,null,null
1997-03-25,52.474998,52.750000,50.812500,51.150002,39.099281,205600
1997-03-26,52.000000,52.787498,51.875000,52.075001,39.806351,117200
1997-03-27,52.174999,52.500000,51.512501,52.362499,40.026131,83600
1997-03-28,null,null,null,null,null,null
1997-03-31,49.750000,49.750000,47.125000,47.212502,36.089447,12400
1997-04-01,44.750000,47.487499,43.275002,47.062500,35.974785,189200
1997-04-02,48.750000,49.412498,47.937500,49.237499,37.637352,134800
1997-04-03,50.125000,50.724998,49.325001,50.162498,38.344429,214800
1997-04-04,49.375000,50.437500,49.250000,50.224998,38.392204,127600
1997-04-07,49.500000,51.250000,49.262501,50.787498,38.822189,250800
1997-04-08,null,null,null,null,null,null
1997-04-09,52.250000,53.337502,52.250000,53.337502,40.771416,96400
1997-04-10,53.250000,54.500000,51.750000,52.424999,40.073895,204800
1997-04-11,50.750000,52.750000,50.000000,52.099998,39.825470,205600
1997-04-14,null,null,null,null,null,null
1997-04-15,52.187500,52.437500,51.599998,51.875000,39.653473,198400
1997-04-16,null,null,null,null,null,null
1997-04-17,53.174999,54.000000,52.125000,53.900002,41.201389,247600
1997-04-18,null,null,null,null,null,null
1997-04-21,54.000000,55.000000,54.000000,54.750000,41.851139,136800
1997-04-22,55.375000,55.462502,54.562500,54.950001,42.004021,151200
1997-04-23,55.750000,57.000000,55.625000,56.787498,43.408607,242800
1997-04-24,56.974998,57.250000,55.812500,56.250000,42.997738,150400
1997-04-25,55.937500,57.450001,55.924999,57.174999,43.704823,121200
1997-04-28,56.724998,57.250000,56.424999,56.825001,43.437279,138000
1997-04-29,56.837502,57.112499,56.150002,56.875000,43.475491,201600
1997-04-30,58.262501,59.250000,57.000000,57.250000,43.762150,300800
1997-05-01,null,null,null,null,null,null
1997-05-02,56.750000,57.000000,56.375000,56.775002,43.399059,187600
1997-05-05,56.000000,56.187500,53.937500,53.937500,41.230057,162800
1997-05-06,53.575001,54.474998,51.875000,52.687500,40.274544,215600
1997-05-07,53.025002,54.974998,53.025002,53.812500,41.134514,172400
1997-05-08,54.750000,54.750000,53.662498,54.150002,41.392502,59200
1997-05-09,54.200001,55.000000,53.762501,54.537498,41.688705,103600
1997-05-12,55.062500,55.250000,53.799999,53.962502,41.249168,101200
1997-05-13,53.500000,53.937500,53.250000,53.474998,40.876518,154400
1997-05-14,53.500000,55.987499,52.250000,55.474998,42.405331,264800
1997-05-15,55.875000,58.250000,54.625000,57.737499,44.134796,702400
1997-05-16,57.500000,59.187500,57.250000,57.525002,43.972359,720000
1997-05-19,54.650002,54.650002,54.650002,54.650002,41.774704,40400
1997-05-20,52.000000,53.737499,51.937500,52.575001,40.188560,893200
1997-05-21,52.762501,52.762501,52.075001,52.337502,40.007019,263200
1997-05-22,52.250000,54.750000,51.849998,53.750000,41.086735,451200
1997-05-23,53.525002,54.000000,53.125000,53.362499,40.790520,253200
1997-05-26,53.012501,53.487499,52.062500,52.450001,40.093014,232000
1997-05-27,52.625000,53.125000,52.224998,52.799999,40.360554,269600
1997-05-28,53.000000,53.750000,52.625000,52.974998,40.494320,114800
1997-05-29,52.825001,53.087502,52.437500,52.787498,40.350994,131600
1997-05-30,52.587502,53.412498,52.587502,53.112499,40.599430,86400
1997-06-02,53.487499,55.000000,53.312500,54.487499,41.650478,214400
1997-06-03,54.312500,56.750000,54.312500,56.212502,42.969074,328400
1997-06-04,56.250000,57.000000,55.637501,56.037498,42.835304,166800
1997-06-05,56.224998,56.625000,55.775002,56.112499,42.892635,100000
1997-06-06,56.125000,56.125000,55.537498,56.000000,42.806648,54800
1997-06-09,55.750000,56.099998,55.700001,55.812500,42.663319,66800
1997-06-10,56.062500,56.187500,55.500000,55.799999,42.653755,170400
1997-06-11,55.825001,57.525002,54.375000,56.799999,43.418175,175600
1997-06-12,57.075001,58.000000,57.075001,57.375000,43.857689,138400
1997-06-13,57.750000,57.937500,57.000000,57.512501,43.962811,125600
1997-06-16,57.250000,58.200001,57.049999,57.312500,43.809929,122400
1997-06-17,57.625000,60.000000,57.275002,59.150002,45.214520,178400
1997-06-18,61.500000,62.112499,61.000000,62.112499,47.479061,182000
1997-06-19,62.112499,64.625000,62.112499,63.525002,48.558784,328400
1997-06-20,64.250000,64.500000,63.325001,63.762501,48.740330,254000
1997-06-23,63.250000,63.812500,61.750000,63.125000,48.253025,286000
1997-06-24,62.924999,65.974998,62.924999,64.775002,49.514297,578800
1997-06-25,64.987503,65.250000,63.500000,63.837502,48.797665,101200
1997-06-26,63.375000,63.875000,63.000000,63.112499,48.243465,383200
1997-06-27,62.750000,63.837502,61.500000,63.700001,48.692558,359200
1997-06-30,62.737499,62.862499,61.750000,62.000000,47.393063,118000
1997-07-01,62.500000,62.875000,60.200001,60.525002,46.265564,127200
1997-07-02,61.750000,63.000000,61.500000,62.237499,47.574612,190400
1997-07-03,63.500000,65.349998,62.837502,63.737499,48.721218,225200
1997-07-04,63.737499,66.925003,63.737499,66.925003,51.157764,268000
1997-07-07,68.250000,69.537498,68.250000,69.537498,53.154766,30800
1997-07-08,69.550003,69.550003,69.550003,69.550003,53.164314,17600
1997-07-09,73.025002,73.025002,73.025002,73.025002,55.820629,2000
1997-07-10,76.687500,76.687500,76.250000,76.675003,58.610706,135600
1997-07-11,75.250000,75.500000,72.849998,73.500000,56.183716,342800
1997-07-14,71.324997,75.250000,70.500000,71.487503,54.645355,398800
1997-07-15,72.474998,75.037498,71.000000,73.025002,55.820629,230000
1997-07-16,75.000000,75.250000,72.750000,73.000000,55.801510,106400
1997-07-17,73.125000,73.849998,72.000000,73.112503,55.887512,75600
1997-07-18,null,null,null,null,null,null
1997-07-21,72.750000,75.750000,72.125000,74.087502,56.632816,614800
1997-07-22,74.087502,77.800003,74.087502,77.800003,59.470669,262000
1997-07-23,79.312500,81.699997,79.000000,80.037498,61.181007,402400
1997-07-24,80.025002,81.750000,79.000000,79.412498,60.703262,158800
